OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT,LABEL
UNISAT-6,2014-033C,2026-06-24T04:37:40.879200,14.88275685,0.0045899,97.7884,327.7817,46.7999,313.7038,0,U,40012,999,64720,0.0002282512299999,2.093e-05,0.0,Satellite
DEIMOS-2,2014-033D,2026-06-24T06:48:46.727424,14.93745438,0.00014148,97.5828,49.5231,58.3088,301.8271,0,U,40013,999,63878,0.0001472177099999,1.505e-05,0.0,Satellite
BUGSAT-1 (TITA),2014-033E,2026-06-24T07:09:56.365056,15.15652997,0.00285858,98.0427,268.2635,154.1377,206.129,0,U,40014,999,65691,0.00026318447,4.980000000000001e-05,0.0,Satellite
HODOYOSHI-3,2014-033F,2026-06-24T04:34:46.163712,14.85400785,0.00320791,97.6424,337.9495,333.8995,26.0602,0,U,40015,999,64866,0.0001065820099999,8.73e-06,0.0,Satellite
SAUDISAT 4,2014-033G,2026-06-24T03:39:19.488960,14.7955239,0.00458827,97.7591,321.0462,51.9752,308.5589,0,U,40016,999,64710,7.566255500000001e-05,5.24e-06,0.0,Satellite
APRIZESAT 9,2014-033J,2026-06-24T04:46:03.069696,14.74223148,0.00662489,97.9068,308.2262,176.5862,183.5812,0,U,40018,999,64459,9.8430718e-05,6.21e-06,0.0,Satellite
APRIZESAT 10,2014-033K,2026-06-24T03:12:11.902176,14.70888025,0.00774755,97.9657,301.9382,251.2622,108.0166,0,U,40019,999,64327,7.0075788e-05,3.95e-06,0.0,Satellite
BRITE-CA1 (TORONTO),2014-033L,2026-06-24T07:23:17.396736,14.72685913,0.00772647,97.9746,304.1047,253.8059,105.4636,0,U,40020,999,64326,0.00010924783,6.75e-06,0.0,Satellite
DUCHIFAT-1,2014-033M,2026-06-24T02:49:57.853344,15.65879628,0.00018584,98.046,235.2586,108.096,252.05,0,U,40021,999,65683,0.0010096818,0.00103515,0.0,Satellite
NANOSATC-BR1,2014-033Q,2026-06-24T01:34:26.061888,15.31646686,0.00049756,98.0726,208.0636,146.0135,214.1424,0,U,40024,999,65503,0.00048648967,0.00014797,0.0,Satellite
QB50P1,2014-033R,2026-06-24T06:25:32.855232,15.18350991,0.00085209,98.0965,186.9101,189.6897,170.4172,0,U,40025,999,65410,0.00034306725,6.977e-05,0.0,Satellite
DTUSAT-2,2014-033W,2026-06-24T05:43:46.889760,15.15092535,0.00073048,98.0867,173.4137,198.1946,161.9024,0,U,40030,999,65375,0.00029798703,5.507e-05,0.0,Satellite
QB50P2,2014-033Y,2026-06-24T05:34:35.646528,15.15236236,0.00086672,98.0754,172.5512,141.958,218.2264,0,U,40032,999,65373,0.00030955085,5.749e-05,0.0,Satellite
PERSEUS-M2,2014-033AD,2026-06-24T06:56:22.584192,14.95534461,0.00099738,97.9969,125.9736,278.4169,81.592,0,U,40037,999,65184,0.00019398459,2.09e-05,0.0,Satellite
PERSEUS-M1,2014-033AF,2026-06-23T19:02:20.121216,14.95650723,0.00098612,97.9645,119.0334,276.3983,83.6114,0,U,40039,999,65162,0.00016003567,1.719e-05,0.0,Satellite
POLYITAN-1,2014-033AJ,2026-06-24T00:50:13.775424,15.33465323,0.00088931,98.094,201.944,122.2439,237.9664,0,U,40042,999,65464,0.00053438369,0.00017236,0.0,Satellite
TIGRISAT,2014-033AK,2026-06-24T01:19:39.641088,14.85183595,0.00502859,97.7839,324.9096,53.2196,307.3618,0,U,40043,999,64664,0.00017944068,1.517e-05,0.0,Satellite
LEMUR-1,2014-033AL,2026-06-23T23:07:28.898688,14.8526801,0.00493983,97.7884,324.6182,56.9887,303.6061,0,U,40044,999,64647,0.00017836818,1.509e-05,0.0,Satellite
AEROCUBE 6A,2014-033AM,2026-06-24T04:05:03.868224,14.98159364,0.00383487,97.724,342.046,353.9157,6.1594,0,U,40045,999,64766,0.0002990012599999,3.537e-05,0.0,Satellite
AEROCUBE 6B,2014-033AN,2026-06-24T03:58:37.905600,14.99622054,0.00378517,97.7238,341.8474,344.9715,15.038,0,U,40046,999,64780,0.0003147498,3.872e-05,0.0,Satellite
SPOT 7,2014-034A,2026-06-24T07:18:22.269024,14.60963308,0.00013215,98.0626,237.6128,96.8254,263.3098,0,U,40053,999,63817,6.076905700000001e-05,2.52e-06,0.0,Satellite
CANX-4,2014-034C,2026-06-24T04:15:03.479040,14.81275359,0.00126307,98.3115,50.7465,355.0612,5.0473,0,U,40055,999,64556,0.00010434447,7.569999999999999e-06,0.0,Satellite
CANX-5,2014-034D,2026-06-24T04:12:41.071968,14.81292661,0.0012633,98.3117,50.7888,355.2457,4.8632,0,U,40056,999,63637,0.00010518958,7.64e-06,0.0,Satellite
OCO 2,2014-035A,2026-06-24T07:07:49.891008,14.57116198,0.00015036,98.2018,116.4819,83.7914,276.3456,0,U,40059,999,63708,7.9892014e-05,3.15e-06,0.0,Satellite
GONETS-M 8,2014-036A,2026-06-24T06:59:18.803904,12.42985752,0.0030897,82.5112,303.1681,132.763,227.6057,0,U,40061,999,54333,-0.0002249993199999,-2.1e-07,0.0,Satellite
GONETS-M 9,2014-036B,2026-06-24T07:58:52.198176,12.42951815,0.00240925,82.5111,303.2213,138.7147,221.576,0,U,40062,999,54334,0.00089078692,1.34e-06,0.0,Satellite
GONETS-M 10,2014-036C,2026-06-24T07:33:23.567040,12.42946292,0.00228606,82.5116,303.2471,125.682,234.6392,0,U,40063,999,54313,0.0006367871799999,9.8e-07,0.0,Satellite
METEOR-M 2,2014-037A,2026-06-24T06:07:11.246592,14.21464504,0.00064411,98.5117,150.7431,26.7181,333.4328,0,U,40069,999,62032,0.00021600242,4.3e-06,0.0,Satellite
DX1,2014-037C,2026-06-24T05:04:12.340416,14.90002641,0.00056275,98.3869,137.3393,247.6262,112.4357,0,U,40071,999,64715,9.5482922e-05,8.58e-06,0.0,Satellite
SKYSAT-B,2014-037D,2026-06-24T02:50:34.229472,14.88042402,0.00042116,98.384,134.4786,251.7206,108.355,0,U,40072,999,64699,0.00011973485,1.038e-05,0.0,Satellite
UKUBE-1,2014-037F,2026-06-24T05:48:17.720064,15.13646416,0.00030087,98.4237,179.2549,121.9469,238.2053,0,U,40074,999,64962,0.00039798959,7.078000000000001e-05,0.0,Satellite
TECHDEMOSAT-1 (TDS-1),2014-037H,2026-06-24T05:36:02.772288,15.13382872,0.000479,98.3817,168.1448,233.2991,126.7798,0,U,40076,999,64929,0.0003790692,6.689e-05,0.0,Satellite
O3B FM3,2014-038A,2026-06-23T21:39:01.466784,5.00115741,0.0002332999999999,0.0479,353.5501,155.4046,211.0579,0,U,40079,999,21338,0.0,-2.2e-07,0.0,Satellite
O3B FM7,2014-038B,2026-06-24T01:09:16.546752,5.00115718,0.00037583,0.0466,344.6188,80.7987,294.6205,0,U,40080,999,21822,0.0,-2.2e-07,0.0,Satellite
O3B FM6,2014-038C,2026-06-24T01:48:07.522848,5.00115795,0.00026425,0.0468,350.3198,101.3254,268.3839,0,U,40081,999,21817,0.0,-2.2e-07,0.0,Satellite
O3B FM8,2014-038D,2026-06-23T22:16:57.768960,5.00116095,0.00027642,0.0468,349.0794,105.3722,265.5788,0,U,40082,999,21828,0.0,-2.2e-07,0.0,Satellite
ORBCOMM FM109,2014-040A,2026-06-23T22:43:44.684544,14.58851422,0.00019733,47.0037,59.5265,264.208,95.8581,0,U,40086,999,63533,0.00010537188,3.27e-06,0.0,Satellite
NAVSTAR 71 (USA 256),2014-045A,2026-06-24T00:48:39.536352,2.0055893,0.00336006,55.3575,88.1921,118.2393,242.1018,0,U,40105,999,8621,0.0,-6.3e-07,0.0,Satellite
ASIASAT 8 (AMOS-7),2014-046A,2026-06-24T02:52:44.505984,1.00271275,0.00016127,0.0355,77.6219,19.6813,323.4717,0,U,40107,999,10221,0.0,-3.26e-06,0.0,Satellite
YAOGAN-20 01A,2014-047A,2026-06-24T06:33:11.914848,13.45442556,0.03906684,63.3804,0.878,14.736,346.4676,0,U,40109,999,58339,-2.2937739e-05,-1.12e-06,0.0,Satellite
YAOGAN-20 01B,2014-047B,2026-06-24T06:35:37.352832,13.45440256,0.03905042,63.3803,1.7519,14.7567,346.448,0,U,40110,999,58323,-6.5364e-05,-1.5199999999999998e-06,0.0,Satellite
YAOGAN-20 01C,2014-047C,2026-06-24T06:21:56.667744,13.45450802,0.03905716,63.3796,1.455,15.1504,346.0835,0,U,40111,999,58324,2.6533915000000005e-05,-6.599999999999999e-07,0.0,Satellite
WORLDVIEW-3 (WV-3),2014-048A,2026-06-24T05:48:52.682688,14.85031672,4.071e-05,97.8564,249.9778,17.4961,342.6267,0,U,40115,999,64295,8.5914176e-05,6.799999999999999e-06,0.0,Satellite
GAOFEN-2,2014-049A,2026-06-24T08:07:27.162912,14.80904531,0.00066273,98.0105,239.5388,200.2969,159.7981,0,U,40118,999,64029,7.306617300000001e-05,5.11e-06,0.0,Satellite
BRITE-PL2 (HEWELIUSZ),2014-049B,2026-06-24T04:50:49.659360,14.94617811,0.00154332,97.9104,287.2561,87.1932,273.1054,0,U,40119,999,64249,0.0001742125699999,1.8310000000000003e-05,0.0,Satellite
GSAT0201 (GALILEO 5),2014-050A,2026-06-23T21:14:01.866048,1.85520117,0.16756065,48.8679,273.1615,179.6526,180.5284,0,U,40128,999,7844,0.0,-8.9e-07,0.0,Satellite
GSAT0202 (GALILEO 6),2014-050B,2026-06-23T01:29:41.993376,1.85520676,0.16766476,48.8856,272.2808,180.3494,179.564,0,U,40129,999,8059,0.0,-9.1e-07,0.0,Satellite
LING QIAO,2014-051A,2026-06-24T06:18:54.683424,14.30271745,0.00212757,98.706,177.0631,149.5368,210.7055,0,U,40136,999,61601,4.1302519000000005e-05,6.3e-07,0.0,Satellite
CHUANGXIN 1-04 (CX-1-04),2014-051B,2026-06-24T07:04:55.782912,14.30411075,0.00227502,98.7059,177.1408,150.6524,209.5941,0,U,40137,999,61556,-4.2284001000000007e-05,-1.55e-06,0.0,Satellite
ASIASAT 6,2014-052A,2026-06-24T08:05:00.600000,1.00269192,9.704000000000002e-05,0.0472,267.2837,198.4906,47.8652,0,U,40141,999,4315,0.0,-3.54e-06,0.0,Satellite
YAOGAN-21,2014-053A,2026-06-24T07:23:42.475200,15.26464044,0.00097549,97.1478,215.2384,73.2428,286.9881,0,U,40143,999,65604,0.00027473685,7.104000000000001e-05,0.0,Satellite
OPTUS 10,2014-054A,2026-06-23T21:59:05.138880,1.00271081,0.00020779,0.095,37.6159,48.119,312.1254,0,U,40146,999,4309,0.0,-1.41e-06,0.0,Satellite
MEASAT-3B,2014-054B,2026-06-24T02:48:52.376832,1.00271094,0.00030466,0.0383,41.5229,25.7203,338.766,0,U,40147,999,4297,0.0,-2.34e-06,0.0,Satellite
SJ-11-07,2014-059A,2026-06-24T06:39:00.582912,14.63743598,0.00118406,97.9938,244.3598,123.5926,236.6409,0,U,40261,999,62595,2.4479135e-05,8.199999999999999e-07,0.0,Satellite
HIMAWARI-8,2014-060A,2026-06-24T04:03:38.517984,1.00271272,0.0001468,0.0215,297.2405,157.72,18.9276,0,U,40267,999,4283,0.0,-2.68e-06,0.0,Satellite
IRNSS-1C,2014-061A,2026-06-23T21:59:13.968096,1.00268265,0.00226241,6.5342,88.8035,3.2397,232.7468,0,U,40269,999,4275,0.0,-1.57e-06,0.0,Satellite
INTELSAT 30 (IS-30),2014-062A,2026-06-24T04:22:38.578944,1.00270439,0.0001474,0.0251,51.4386,341.2185,210.289,0,U,40271,999,686,0.0,-1.43e-06,0.0,Satellite
ARSAT 1,2014-062B,2026-06-24T04:40:06.204864,1.0027166,0.00020257,0.017,30.7967,53.4254,186.3497,0,U,40272,999,4269,0.0,-2.52e-06,0.0,Satellite
YAOGAN-22,2014-063A,2026-06-24T04:22:38.106336,13.1553118,0.00065018,100.7732,326.5719,169.7897,190.3347,0,U,40275,999,56073,-2.08589e-07,-4.7e-07,0.0,Satellite
EUTELSAT 53A,2014-064A,2026-06-24T04:20:32.065152,1.00265979,8.238000000000001e-05,0.0133,298.1522,262.0255,190.295,0,U,40277,999,4163,0.0,1.06e-06,0.0,Satellite
SJ-11-08,2014-066A,2026-06-24T05:10:36.030720,14.66178048,0.00113596,98.3529,320.1898,204.5415,155.5249,0,U,40286,999,62224,6.7309308e-05,3.2e-06,0.0,Satellite
NAVSTAR 72 (USA 258),2014-068A,2026-06-23T21:40:34.173984,2.00576712,0.00671924,56.9922,30.6959,70.8638,289.9134,0,U,40294,999,8534,0.0,-9.4e-07,0.0,Satellite
MERIDIAN 7,2014-069A,2026-06-24T03:56:05.762112,2.00594664,0.66456976,63.445,214.6427,270.5217,19.7564,0,U,40296,999,8537,0.0,2.92e-06,0.0,Satellite
ASNARO,2014-070A,2026-06-24T06:31:01.983072,15.19521256,0.00062385,97.3451,251.194,144.5285,215.6366,0,U,40298,999,64508,0.0002536317499999,5.3240000000000005e-05,0.0,Satellite
YAOGAN-24,2014-072A,2026-06-24T08:01:56.707968,14.76228998,0.00126763,98.1497,312.7336,238.1857,121.8118,0,U,40310,999,62477,4.2114066e-05,2.38e-06,0.0,Satellite
COSMOS 2501 [GLONASS-K],2014-075A,2026-06-23T09:37:32.605248,2.13101389,0.00226546,63.6172,190.1569,212.4936,147.4132,0,U,40315,999,8998,0.0,9.9e-07,0.0,Satellite
GSAT-16,2014-078A,2026-06-24T04:21:09.504864,1.00272892,0.00079796,0.0624,267.4301,176.0821,309.1672,0,U,40332,999,4217,0.0,9.2e-07,0.0,Satellite
DIRECTV 14,2014-078B,2026-06-24T04:22:38.578944,1.00271057,2.1770000000000003e-05,0.0117,28.0808,350.4059,220.2724,0,U,40333,999,4211,0.0,-1.18e-06,0.0,Satellite
CBERS 4,2014-079A,2026-06-24T06:52:08.583744,14.35509921,0.00016195,98.353,231.8953,57.4944,302.6399,0,U,40336,999,60497,-3.7025382e-05,-1.49e-06,0.0,Satellite
YAOGAN-25 01A,2014-080A,2026-06-24T06:25:52.918176,13.45413679,0.03671593,63.3883,292.5391,9.1874,351.5632,0,U,40338,999,56661,0.0001235685899999,1.9e-07,0.0,Satellite
YAOGAN-25 01B,2014-080B,2026-06-24T06:08:31.587360,13.45434619,0.03674413,63.3892,292.6948,8.9827,351.7539,0,U,40339,999,56658,6.5230328e-05,-3.3e-07,0.0,Satellite
YAOGAN-25 01C,2014-080C,2026-06-24T06:32:18.705408,13.453498,0.03674062,63.3876,293.0392,9.6592,351.1251,0,U,40340,999,56670,0.00013823775,3.2e-07,0.0,Satellite
YAMAL 401,2014-082A,2026-06-24T02:48:22.425408,1.00268567,9.499e-05,0.0131,10.0129,101.1927,293.1228,0,U,40345,999,4198,0.0,0.0,0.0,Satellite
O3B FM10,2014-083A,2026-06-23T03:44:48.640992,5.00115318,0.0002660999999999,0.0367,329.9228,120.827,269.2792,0,U,40348,999,21019,0.0,-2.2e-07,0.0,Satellite
O3B FM11,2014-083B,2026-06-23T23:14:23.566848,5.0011559,0.00026727,0.0554,353.6708,82.1057,284.2521,0,U,40349,999,21025,0.0,-2.2e-07,0.0,Satellite
O3B FM12,2014-083C,2026-06-23T23:53:17.082240,5.0011598,0.00025252,0.0545,353.8121,96.6297,269.586,0,U,40350,999,21026,0.0,-2.2e-07,0.0,Satellite
O3B FM9,2014-083D,2026-06-23T14:56:14.077824,5.00116006,0.00026971,0.0563,353.0485,97.5694,269.4117,0,U,40351,999,21039,0.0,-2.2e-07,0.0,Satellite
COSMOS 2502,2014-086A,2026-06-24T07:08:59.477568,13.97823202,0.00080788,67.1541,349.9421,256.6439,103.3746,0,U,40358,999,58494,-1.2867296e-05,-9.4e-07,0.0,Satellite
YAOGAN-26,2014-088A,2026-06-24T07:28:14.974752,15.47609636,0.00053272,97.0645,175.3544,49.5915,310.58,0,U,40362,999,63880,0.0004752587799999,0.00024469,0.0,Satellite
ASTRA 2G,2014-089A,2026-06-24T04:13:25.247424,1.00271896,0.00048359,0.0491,16.622,54.4488,292.7831,0,U,40364,999,4203,0.0,1.57e-06,0.0,Satellite
FENGYUN 2G,2014-090A,2026-06-23T21:41:59.362656,1.00269968,0.00035936,5.6568000000000005,72.7393,152.933,111.5572,0,U,40367,999,4206,0.0,-2.99e-06,0.0,Satellite
MUOS-3,2015-002A,2026-06-24T05:00:38.801952,1.00271067,0.00524219,4.5336,43.5496,177.8488,110.6835,0,U,40374,999,4165,0.0,-1.25e-06,0.0,Satellite
SMAP,2015-003A,2026-06-24T06:13:31.869696,14.633719,0.00013903,98.1276,182.2537,97.9729,262.1631,0,U,40376,999,60865,7.8078368e-05,3.57e-06,0.0,Satellite
INMARSAT 5-F2,2015-005A,2026-06-24T02:07:07.482720,1.00272018,4.029e-05,0.0185,17.6357,305.3812,285.9979,0,U,40384,999,4106,0.0,-2.78e-06,0.0,Satellite
COSMOS 2503,2015-009A,2026-06-24T04:06:50.884128,15.0661136,0.0015183,97.8305,232.0032,224.6543,135.3462,0,U,40420,999,61998,0.0001150885,1.643e-05,0.0,Satellite
ABS-3A,2015-010A,2026-06-24T01:54:38.704032,1.00270916,0.00017639,0.042,53.6904,355.2482,248.9571,0,U,40424,999,4144,0.0,0.0,0.0,Satellite
EUTELSAT 115 WEST B,2015-010B,2026-06-24T04:46:38.684640,1.00270289,2.9910000000000003e-05,0.0112,153.7799,60.4448,14.8861,0,U,40425,999,4146,0.0,-1.7000000000000001e-07,0.0,Satellite
MMS 1,2015-011A,2026-06-24T08:00:01.999872,0.28380756,0.83209484,72.2562,348.7202,167.5627,307.5553,0,U,40482,999,137,0.0,-5.97e-06,0.0,Satellite
MMS 2,2015-011B,2026-06-24T08:00:01.999872,0.28380744,0.83237432,72.26,348.7193,167.5659,307.5469,0,U,40483,999,137,0.0,-5.97e-06,0.0,Satellite
MMS 3,2015-011C,2026-06-24T08:00:01.999872,0.28380709,0.83221182,72.2598,348.731,167.5733,307.5209,0,U,40484,999,137,0.0,-5.96e-06,0.0,Satellite
MMS 4,2015-011D,2026-06-24T08:00:01.999872,0.28380724,0.8322019900000001,72.2562,348.7143,167.5832,307.5132,0,U,40485,999,137,0.0,-5.96e-06,0.0,Satellite
EXPRESS-AM7,2015-012A,2026-06-24T04:16:47.424288,1.00275521,0.00032812,0.017,326.6639,137.2141,272.6629,0,U,40505,999,4107,0.0,1.58e-06,0.0,Satellite
NAVSTAR 73 (USA 260),2015-013A,2026-06-24T01:01:48.535104,2.00551017,0.01097013,53.1675,203.8938,40.1849,320.6852,0,U,40534,999,8196,0.0,7.699999999999999e-07,0.0,Satellite
KOMPSAT-3A,2015-014A,2026-06-24T06:14:25.996704,15.54292752,0.00571255,97.6885,167.1402,149.1499,211.3132,0,U,40536,999,62291,0.00036051544,0.0002524,0.0,Satellite
GSAT0203 (GALILEO 7),2015-017A,2026-06-22T11:48:33.950304,1.70476233,0.00020984,56.7854,341.4508,272.3017,87.6709,0,U,40544,999,6929,0.0,-9.8e-07,0.0,Satellite
GSAT0204 (GALILEO 8),2015-017B,2026-06-23T08:01:36.440256,1.7047583,0.00020949,56.7911,341.4465,240.9399,119.036,0,U,40545,999,3235,0.0,-9.8e-07,0.0,Satellite
BEIDOU-3S IGSO-1S,2015-019A,2026-06-23T19:06:37.058400,1.00249795,0.00388743,49.1813,295.3807,191.2374,162.8236,0,U,40549,999,4113,0.0,-1.8e-06,0.0,Satellite
GONETS-M 11,2015-020A,2026-06-24T06:04:31.766016,12.42877346,0.00162639,82.487,26.5881,350.5926,9.4847,0,U,40552,999,50961,-0.00013896474,-9e-08,0.0,Satellite
GONETS-M 12,2015-020B,2026-06-24T07:22:09.570144,12.42891261,0.00149932,82.4904,27.6802,335.4022,24.6341,0,U,40553,999,50961,3.5447777e-05,1.5e-07,0.0,Satellite
GONETS-M 13,2015-020C,2026-06-24T06:44:08.719008,12.42870758,0.00133107,82.4865,26.3096,320.3082,39.7023,0,U,40554,999,50958,-0.00013061333,-8e-08,0.0,Satellite
COSMOS 2504,2015-020D,2026-06-24T05:48:53.239968,13.61387014,0.0606472999999999,82.5179,225.8431,255.1187,98.2071,0,U,40555,999,55115,5.0606897e-05,1.46e-06,0.0,Satellite
THOR 7,2015-022A,2026-06-24T04:05:11.035968,1.00271104,0.0002576,0.0089,36.2439,51.3375,245.3801,0,U,40613,999,4088,0.0,-1e-08,0.0,Satellite
TURKMENALEM52E/MONACOSAT,2015-023A,2026-06-24T05:29:38.510016,1.00274858,0.0003018999999999,0.0155,58.614,31.3644,316.8498,0,U,40617,999,4091,0.0,1.11e-06,0.0,Satellite
DIRECTV 15,2015-026A,2026-06-24T04:44:33.454752,1.00270328,5.4130000000000005e-05,0.0139,54.2408,338.0093,208.369,0,U,40663,999,4053,0.0,-9.5e-07,0.0,Satellite
SKY MEXICO-1,2015-026B,2026-06-24T05:25:35.955840,1.00271346,0.00024544,0.0178,327.9235,141.96,165.0977,0,U,40664,999,4052,0.0,-2.27e-06,0.0,Satellite
SENTINEL-2A,2015-028A,2026-06-24T06:39:47.640672,14.30816597,0.00011237,98.5679,250.0288,93.1752,266.9559,0,U,40697,999,57474,-1.5941753e-05,-8.499999999999999e-07,0.0,Satellite
COSMOS 2506,2015-029A,2026-06-24T06:08:59.578368,14.54387706,0.00082467,98.0463,215.8149,126.4178,233.7781,0,U,40699,999,58391,2.109312e-06,-3.4e-07,0.0,Satellite
GAOFEN-8,2015-030A,2026-06-24T06:31:38.410176,15.4617128,0.00092915,97.6908,9.0678,161.9473,198.2107,0,U,40701,999,61254,0.00027148037,0.0001325,0.0,Satellite
DMC3-FM1,2015-032A,2026-06-24T06:38:43.524960,14.85744573,0.00067351,97.6458,40.1736,40.7653,319.4066,0,U,40715,999,59096,2.0300825e-05,1.25e-06,0.0,Satellite
DMC3-FM2,2015-032B,2026-06-24T05:33:27.756000,14.857485,0.00072536,97.6511,41.7083,44.7094,315.4705,0,U,40716,999,59095,5.817111e-06,-1e-08,0.0,Satellite
DMC3-FM3,2015-032C,2026-06-24T06:07:07.484736,14.85739472,0.00064443,97.6562,43.4883,46.3481,313.8268,0,U,40717,999,59096,7.030640500000001e-05,5.59e-06,0.0,Satellite
CARBONITE 1 (CBNT-1),2015-032D,2026-06-24T06:20:32.323200,14.8360571,0.00128979,97.6517,353.0341,272.2401,87.7337,0,U,40718,999,59039,0.0001972064399999,1.577e-05,0.0,Satellite
NAVSTAR 74 (USA 262),2015-033A,2026-06-23T16:52:00.601536,2.00556019,0.01151327,53.9772,266.8177,30.2303,330.4654,0,U,40730,999,8012,0.0,-6.1e-07,0.0,Satellite
METEOSAT-11 (MSG-4),2015-034A,2026-06-24T04:08:10.748832,1.0026525,0.00022933,3.2181,71.0648,347.18,285.6154,0,U,40732,999,728,0.0,6.699999999999999e-07,0.0,Satellite
STAR ONE C4,2015-034B,2026-06-24T05:27:50.739840,1.00271482,0.00021275,0.0258,25.394,39.0528,219.9095,0,U,40733,999,4008,0.0,-2.58e-06,0.0,Satellite
WGS F7 (USA 263),2015-036A,2026-06-24T03:12:39.463776,1.0027117,3.76e-05,0.0404,51.7735,133.7006,309.9494,0,U,40746,999,3994,0.0,0.0,0.0,Satellite
BEIDOU-3S M2S,2015-037A,2026-06-23T05:30:54.811584,1.86231968,0.00085782,54.8652,301.8377,258.4392,101.4576,0,U,40748,999,7423,0.0,-1.08e-06,0.0,Satellite
BEIDOU-3S M1S,2015-037B,2026-06-23T10:28:29.426016,1.86254945,0.00033013,54.8615,301.8186,62.3129,297.7134,0,U,40749,999,7424,0.0,-1.08e-06,0.0,Satellite
INTELSAT 34 (IS-34),2015-039A,2026-06-24T02:06:59.993568,1.00270534,4.753000000000001e-05,0.0095,353.903,19.7271,234.8708,0,U,40874,999,3970,0.0,-2.78e-06,0.0,Satellite
EUTELSAT 8 WEST B,2015-039B,2026-06-24T04:03:11.227680,1.00271616,0.00037939,0.0624,1.188,88.1705,235.7649,0,U,40875,999,3972,0.0,-5.8e-07,0.0,Satellite
YAOGAN-27,2015-040A,2026-06-24T06:00:46.630080,13.16071283,0.00078419,100.1156,161.3268,193.3936,166.6971,0,U,40878,999,51859,0.0014190106,4.97e-06,0.0,Satellite
GSAT-6,2015-041A,2026-06-24T04:29:01.250592,1.00271088,0.00031733,1.9366,82.5078,3.8747,335.7543,0,U,40880,999,3966,0.0,-1.54e-06,0.0,Satellite
INMARSAT 5-F3,2015-042A,2026-06-24T04:56:36.811968,1.00269975,3.317e-05,0.0191,18.9514,65.9268,81.2411,0,U,40882,999,3964,0.0,5.699999999999999e-07,0.0,Satellite
MUOS-4,2015-044A,2026-06-24T04:26:53.954880,1.00272156,0.00578854,4.3433,42.2938,2.7417,9.0093,0,U,40887,999,3963,0.0,-8.9e-07,0.0,Satellite
GSAT0206 (GALILEO 10),2015-045B,2026-06-22T03:35:54.564576,1.70473779,0.00016818,54.9437,221.4672,335.4186,24.6481,0,U,40890,999,6712,0.0,3.3e-07,0.0,Satellite
TJS-1,2015-046A,2026-06-24T04:49:37.483392,1.00270889,0.00058484,0.3421,84.9383,3.3401,51.523,0,U,40892,999,3964,0.0,-1.49e-06,0.0,Satellite
GAOFEN-9 01,2015-047A,2026-06-24T08:24:13.340160,14.82895653,0.00287511,97.6277,210.7195,115.3624,245.0572,0,U,40894,999,58125,0.0001109823799999,8.550000000000001e-06,0.0,Satellite
EXPRESS-AM8,2015-048A,2026-06-23T09:12:09.029376,1.00269067,6.391e-05,0.014,296.8485,73.6482,25.0876,0,U,40895,999,3940,0.0,-1.07e-06,0.0,Satellite
LILACSAT-2,2015-049K,2026-06-24T07:15:03.750336,15.51649967,0.00061115,97.4643,212.4145,212.6899,147.3975,0,U,40908,999,59685,0.0002699581699999,0.0001596,0.0,Satellite
COSMOS 2507 (RODNIK-S 13),2015-050A,2026-06-24T05:38:44.895840,12.42926815,0.00098747,82.492,75.2818,341.708,18.3643,0,U,40920,999,48773,-0.0002136612,-2e-07,0.0,Satellite
COSMOS 2508 (RODNIK-S 14),2015-050B,2026-06-24T06:29:59.409600,12.42914458,0.00148833,82.4872,73.762,12.2238,347.92,0,U,40921,999,48772,0.00012133334,2.7e-07,0.0,Satellite
COSMOS 2509 (RODNIK-S 15),2015-050C,2026-06-24T05:03:36.837792,12.42884038,0.00155133,82.4881,73.9025,28.6549,331.538,0,U,40922,999,48775,0.00023438885,4.2e-07,0.0,Satellite
ASTROSAT,2015-052A,2026-06-24T05:20:19.845888,14.82517603,0.00076748,5.9977,104.7013,138.919,221.1516,0,U,40930,999,58087,9.2999543e-05,1.4350000000000002e-05,0.0,Satellite
BEIDOU-3S IGSO-2S,2015-053A,2026-06-23T16:38:51.586368,1.00258052,0.00655545,49.2096,258.7032,192.7581,164.9159,0,U,40938,999,3941,0.0,-1.42e-06,0.0,Satellite
SKY MUSTER 1 (NBN1A),2015-054A,2026-06-24T04:11:38.697216,1.00269744,0.00019173,0.0229,348.7817,101.9095,24.8025,0,U,40940,999,3933,0.0,0.0,0.0,Satellite
ARSAT 2,2015-054B,2026-06-24T05:20:41.580672,1.00271963,0.00021059,0.0205,42.8115,39.197,189.5411,0,U,40941,999,3937,0.0,-2.17e-06,0.0,Satellite
MORELOS 3,2015-056A,2026-06-24T04:39:05.171040,1.00271692,7.787000000000001e-05,3.1926,15.2475,4.0212,209.7507,0,U,40946,999,3935,0.0,-3.8e-07,0.0,Satellite
LINGQIAO VIDEO A,2015-057B,2026-06-24T06:28:33.834720,14.77399448,0.00151954,97.6626,169.7225,245.0545,114.9088,0,U,40959,999,57645,5.5071873e-05,3.44e-06,0.0,Satellite
