OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT,LABEL
STARLINK-31259,2024-041C,2026-06-23T23:51:46.058976,15.27581508,9.446e-05,43.0032,69.9908,267.1588,92.9155,0,U,59076,999,12948,-3.5527141000000006e-05,-1.2390000000000002e-05,0.0,Satellite
STARLINK-31281,2024-041D,2026-06-23T09:49:53.861952,15.27600676,0.00011068,43.002,73.3483,271.9985,88.074,0,U,59077,999,13049,-0.0001341131599999,-3.953000000000001e-05,0.0,Satellite
STARLINK-31274,2024-041E,2026-06-23T18:23:14.959104,15.27578759,4.869e-05,43.0062,71.7159,316.1491,43.9322,0,U,59078,999,13049,1.4778962e-05,1.45e-06,0.0,Satellite
STARLINK-31257,2024-041F,2026-06-24T00:15:49.199904,15.2757376,0.00010912,43.0059,70.1161,276.1494,83.9233,0,U,59079,999,13053,3.5141418000000005e-05,7.049999999999999e-06,0.0,Satellite
STARLINK-31292,2024-041H,2026-06-24T00:02:52.431936,15.27571447,0.00012188,43.0022,70.0503,265.0216,95.0497,0,U,59081,999,13052,-5.2637241e-05,-1.7100000000000002e-05,0.0,Satellite
STARLINK-31286,2024-041J,2026-06-24T00:08:24.169920,15.27586366,0.00013578,42.9997,70.0812,256.5731,103.497,0,U,59082,999,13061,5.169587100000001e-05,1.161e-05,0.0,Satellite
STARLINK-31252,2024-041K,2026-06-24T04:42:04.069152,15.27588799,0.00012944,43.0026,346.0279,255.9048,104.166,0,U,59083,999,13156,-6.501920000000001e-05,-2.051e-05,0.0,Satellite
STARLINK-31261,2024-041L,2026-06-23T18:32:31.040736,15.27569312,0.00019549,43.005,71.7636,272.9774,87.0854,0,U,59084,999,13054,2.4313126000000004e-05,4.059999999999999e-06,0.0,Satellite
STARLINK-31290,2024-041M,2026-06-23T23:45:18.378720,15.27586713,7.169e-05,43.0035,56.1124,308.2755,51.8032,0,U,59085,999,13083,-3.2810118e-05,-1.1650000000000002e-05,0.0,Satellite
STARLINK-31279,2024-041N,2026-06-23T23:35:20.056992,15.2755814,0.00011965,43.0039,70.76,264.7337,95.3378,0,U,59086,999,13057,-6.606633600000001e-05,-2.078e-05,0.0,Satellite
STARLINK-31266,2024-041P,2026-06-24T00:13:58.572480,15.2757198,0.0001355,43.0013,70.1117,264.0701,95.9996,0,U,59087,999,13058,-1.0080847e-05,-5.389999999999999e-06,0.0,Satellite
STARLINK-31313,2024-041Q,2026-06-24T00:17:40.609248,15.27573987,0.00011573,43.0011,70.129,274.9006,85.1714,0,U,59088,999,13053,-2.3277182e-05,-9.019999999999998e-06,0.0,Satellite
STARLINK-31307,2024-041R,2026-06-24T00:12:07.106976,15.27584033,0.0001479,43.0012,70.1019,276.2857,83.7826,0,U,59089,999,13058,8.368588900000001e-05,2.042e-05,0.0,Satellite
STARLINK-31316,2024-041S,2026-06-24T06:33:41.734080,15.27574262,0.00011201,43.0016,21.9602,273.5044,86.568,0,U,59090,999,13105,1.8213637e-05,2.39e-06,0.0,Satellite
STARLINK-31310,2024-041U,2026-06-23T23:44:34.464192,15.27580654,6.698000000000001e-05,43.0016,70.8073,253.4773,106.6005,0,U,59092,999,13052,2.9059759000000004e-05,5.379999999999999e-06,0.0,Satellite
STARLINK-31343,2024-041V,2026-06-23T23:26:06.188928,15.27553686,0.00014172,43.0043,70.7091,272.2729,87.796,0,U,59093,999,13057,0.00023338873,6.16e-05,0.0,Satellite
STARLINK-31295,2024-041X,2026-06-23T10:21:21.901536,15.27578334,9.038e-05,43.0052,73.5025,278.0153,82.0596,0,U,59095,999,13044,2.5780216e-05,4.47e-06,0.0,Satellite
STARLINK-31291,2024-041Y,2026-06-24T00:25:04.082304,15.27578762,0.00010103,43.0023,70.1587,276.6605,83.4132,0,U,59096,999,13053,2.7402892e-05,4.92e-06,0.0,Satellite
HORACIO,2024-043A,2026-06-24T07:09:37.662912,14.9854163,0.00100548,97.8511,307.1198,2.0609,358.0653,0,U,59098,999,12573,0.00015404851,1.7850000000000004e-05,0.0,Satellite
MUSAT-2,2024-043B,2026-06-23T22:55:14.877120,15.08664691,0.00060513,97.8605,313.7643,316.8432,43.2321,0,U,59099,999,12611,0.0003252908,5.031e-05,0.0,Satellite
ICEYE-X38,2024-043C,2026-06-24T06:15:23.960736,15.12910603,0.00037803,97.8409,319.2023,73.96,286.2046,0,U,59100,999,11274,0.0002363529899999,4.093e-05,0.0,Satellite
ICEYE-X37,2024-043E,2026-06-24T03:45:19.833120,15.06157135,0.00147043,97.8312,312.267,351.4448,8.6525,0,U,59102,999,12613,0.00017186356,2.4550000000000004e-05,0.0,Satellite
ICEYE-X36,2024-043F,2026-06-24T03:45:36.783072,15.06905337,0.00045825,97.8368,313.3511,302.686,57.3925,0,U,59103,999,12619,0.00019018918,2.775e-05,0.0,Satellite
PE2_FLT2  (TYVAK-0262),2024-043G,2026-06-24T03:18:29.944512,14.97248199,0.00067074,97.8406,305.8348,31.0097,329.1519,0,U,59104,999,12569,0.0001299156,1.4450000000000002e-05,0.0,Satellite
PE2_FLT1 (TYVAK-0261),2024-043H,2026-06-23T22:30:04.913568,14.97237497,0.00065412,97.8393,305.5981,27.5897,332.567,0,U,59105,999,12566,0.00011996932,1.3290000000000002e-05,0.0,Satellite
RROCI-2,2024-043J,2026-06-24T02:58:49.833696,14.99970628,0.00105268,97.851,307.9364,5.4894,354.6442,0,U,59106,999,12580,0.00021314246,2.589e-05,0.0,Satellite
BRO-13,2024-043K,2026-06-24T07:31:05.252736,14.9660888,0.00081874,97.8506,306.3543,345.0186,15.0792,0,U,59107,999,12568,0.00013578178,1.4880000000000002e-05,0.0,Satellite
BRO-12,2024-043L,2026-06-24T07:23:49.476192,14.96851651,0.0007362,97.8489,306.5139,339.4424,20.65,0,U,59108,999,12570,0.00013251666,1.46e-05,0.0,Satellite
SONATE-2,2024-043Q,2026-06-24T06:19:00.033312,15.59193494,0.00072861,97.5534,326.0961,172.1675,187.9696,0,U,59112,999,12899,0.0004756408499999,0.00037305,0.0,Satellite
CONTECSAT-1,2024-043V,2026-06-24T07:38:16.831968,15.36739412,0.00098199,97.5647,316.5374,202.4169,157.6647,0,U,59117,999,12834,0.00024944691,8.882000000000001e-05,0.0,Satellite
TIGER-8,2024-043Y,2026-06-23T22:56:06.560736,15.44792234,0.00078912,97.5546,323.8511,169.2094,190.9325,0,U,59120,999,12883,0.00017959541,8.321999999999999e-05,0.0,Satellite
LYNK TOWER 5,2024-043Z,2026-06-24T02:58:53.230080,15.307785,0.00101958,97.5638,312.7526,216.4949,143.5598,0,U,59121,999,12810,0.00017592109,5.159e-05,0.0,Satellite
NUSAT-44 (MARIA MITCHELL),2024-043AA,2026-06-24T06:33:56.589696,15.30043151,0.00066094,97.5453,315.645,199.4109,160.688,0,U,59122,999,12835,0.0003387233399999,9.78e-05,0.0,Satellite
LYNK TOWER 6,2024-043AB,2026-06-24T03:15:32.899680,15.31226357,0.00094007,97.5602,312.2653,212.0388,148.0282,0,U,59123,999,12809,0.00016611188,4.935000000000001e-05,0.0,Satellite
VSP ROSE,2024-043AC,2026-06-24T05:45:39.125952,15.28717639,0.0009918,97.5619,311.7425,215.3973,144.6609,0,U,59124,999,12806,0.00013427391,3.675e-05,0.0,Satellite
TRANSPORTER-10 OBJECT AD,2024-043AD,2026-06-23T23:15:50.163840,15.36119095,0.00087681,97.5642,316.1502,199.9571,160.1331,0,U,59125,999,12830,0.0002063091899999,7.182000000000001e-05,0.0,Satellite
YAM-6,2024-043AE,2026-06-24T03:32:38.179104,15.37257846,0.00080153,97.5568,316.4715,194.6347,165.4667,0,U,59126,999,12838,0.0002197975499999,7.944000000000001e-05,0.0,Satellite
JACKAL X-1L-001,2024-043AF,2026-06-24T03:11:26.809152,15.44717469,0.00070172,97.5585,320.403,183.6473,176.4725,0,U,59127,999,12862,0.00033948575,0.00015785,0.0,Satellite
TRANSPORTER-10 OBJECT AG,2024-043AG,2026-06-24T07:00:49.492800,15.32192635,0.00092255,97.5646,314.1384,207.3301,152.7456,0,U,59128,999,12820,0.00018434409,5.654e-05,0.0,Satellite
APEX ARIES 1,2024-043AH,2026-06-24T03:42:16.804224,15.56085478,0.00061144,97.5473,325.7698,168.3514,191.7882,0,U,59129,999,12900,0.00034215901,0.00023818,0.0,Satellite
GHOST-5,2024-043AJ,2026-06-24T07:22:16.113216,15.43071351,0.00077991,97.5595,320.0554,184.6553,175.4623,0,U,59130,999,12861,0.0002801229699999,0.00012301,0.0,Satellite
MESON-1,2024-043AK,2026-06-24T03:15:27.945504,15.31193215,0.00094605,97.5648,313.4259,208.8318,151.2401,0,U,59131,999,12814,0.00017249569,5.122e-05,0.0,Satellite
LIZZIESAT-1 (LS-1),2024-043AL,2026-06-24T02:35:15.089856,15.2751184,0.0009887,97.5641,311.014,214.0867,145.9738,0,U,59132,999,12799,0.00013134415,3.461e-05,0.0,Satellite
GHOST-4,2024-043AM,2026-06-24T07:25:59.630016,15.43515543,0.00081945,97.5609,320.5357,183.7414,176.3774,0,U,59133,999,12863,0.000278136,0.00012399,0.0,Satellite
JACKAL X-1L-002,2024-043AN,2026-06-24T05:05:11.977152,15.46435495,0.00075481,97.5578,321.4728,176.1854,183.9454,0,U,59134,999,12870,0.0003327852099999,0.00016412,0.0,Satellite
VSP RF A1,2024-043AP,2026-06-22T09:44:20.126400,15.25827982,0.00066027,97.5432,309.835,210.7316,149.3536,0,U,59135,999,12778,8.3866445e-05,2.0710000000000003e-05,0.0,Satellite
VSP RF C1,2024-043AQ,2026-06-22T08:43:50.611008,15.29951324,0.00081991,97.5616,311.3515,208.8771,151.2016,0,U,59136,999,12787,0.0001928811399999,5.518e-05,0.0,Satellite
VSP RF B1,2024-043AR,2026-06-23T23:13:56.375040,15.26576147,0.00079663,97.5624,312.0115,204.5035,155.5826,0,U,59137,999,12805,0.00010591587,2.6960000000000003e-05,0.0,Satellite
TIGER-7,2024-043AV,2026-06-23T22:00:47.782944,15.48840221,0.0006804,97.5483,326.1994,138.2792,221.8979,0,U,59141,999,12901,0.0002676412799999,0.00014323,0.0,Satellite
LEMUR-2-JOHNNYTRUONG,2024-043BA,2026-06-23T22:42:50.517792,15.60916801,0.00049094,97.5376,327.0706,156.2906,203.8578,0,U,59146,999,12909,0.0004319066799999,0.00036131,0.0,Satellite
HAMMER,2024-043BC,2026-06-24T05:42:05.033664,15.52010041,0.00063941,97.5447,324.3382,172.0841,188.0513,0,U,59148,999,12890,0.0008089824799999,0.0004885,0.0,Satellite
STARLINK-31312,2024-044A,2026-06-24T06:56:03.494976,15.27572421,0.00011651,42.999,174.3094,265.8539,94.2179,0,U,59152,999,13048,5.7227583e-05,1.313e-05,0.0,Satellite
STARLINK-31308,2024-044B,2026-06-24T07:30:32.524416,15.27575047,0.00010102,43.0011,178.0429,263.0885,96.9852,0,U,59153,999,13045,4.668955e-06,-1.33e-06,0.0,Satellite
STARLINK-31270,2024-044C,2026-06-23T20:54:15.151680,15.27578733,0.00012423,43.0036,227.4616,271.2602,88.8107,0,U,59154,999,12983,6.3567245e-05,1.4870000000000002e-05,0.0,Satellite
STARLINK-31341,2024-044D,2026-06-23T21:13:55.514784,15.27571748,0.0001779,43.0021,231.0116,278.9006,81.1644,0,U,59155,999,12976,-1.147341e-05,-5.78e-06,0.0,Satellite
STARLINK-31338,2024-044E,2026-06-23T21:08:21.837984,15.27574125,0.00014172,43.0017,230.977,264.73,95.3389,0,U,59156,999,12976,1.160326e-06,-2.3e-06,0.0,Satellite
STARLINK-31334,2024-044F,2026-06-23T20:57:15.491808,15.27583834,6.801000000000001e-05,43.0001,230.9181,283.0261,77.0515,0,U,59157,999,12976,3.0001061000000003e-05,5.639999999999999e-06,0.0,Satellite
STARLINK-31297,2024-044G,2026-06-23T20:59:48.631488,15.2757706,0.00013533,43.0012,227.4925,298.4147,61.6568,0,U,59158,999,12983,6.221479999999999e-06,-9.1e-07,0.0,Satellite
STARLINK-31182,2024-044H,2026-06-23T20:06:09.009792,15.27573371,0.00011663,43.0001,227.2103,272.8916,87.1802,0,U,59159,999,12983,-1.1045273e-05,-5.66e-06,0.0,Satellite
STARLINK-31327,2024-044J,2026-06-23T21:03:30.473856,15.2757854,0.00015684,43.0019,227.5084,268.6093,91.4579,0,U,59160,999,12983,2.9202802000000003e-05,5.41e-06,0.0,Satellite
STARLINK-31256,2024-044K,2026-06-23T20:11:41.517600,15.27578283,0.00014706,42.9969,227.2291,274.2773,85.7911,0,U,59161,999,12983,2.2190037e-05,3.49e-06,0.0,Satellite
STARLINK-31272,2024-044L,2026-06-23T20:17:14.957664,15.27575554,0.00012895,42.9994,227.265,275.0735,84.9969,0,U,59162,999,12980,5.215606e-06,-1.1899999999999998e-06,0.0,Satellite
STARLINK-31278,2024-044M,2026-06-23T20:22:48.273312,15.2757275,0.00010912,43.0003,227.294,276.2869,83.7858,0,U,59163,999,12980,3.33982e-07,-2.5300000000000003e-06,0.0,Satellite
STARLINK-31309,2024-044N,2026-06-23T20:28:21.035136,15.27566952,0.00016492,43.0022,227.323,270.1497,89.9165,0,U,59164,999,12983,5.6621289e-05,1.296e-05,0.0,Satellite
STARLINK-31325,2024-044P,2026-06-23T20:32:03.443424,15.27569635,7.056e-05,43.0011,227.3421,284.939,75.1383,0,U,59165,999,12980,-3.6031682e-05,-1.2530000000000002e-05,0.0,Satellite
STARLINK-31342,2024-044Q,2026-06-23T03:21:52.793568,15.2757119,9.926e-05,43.0018,231.4323,276.7346,83.3392,0,U,59166,999,12972,1.8362122e-05,2.43e-06,0.0,Satellite
STARLINK-31298,2024-044R,2026-06-23T20:43:10.503264,15.27574133,0.00012801,43.0019,227.4003,267.8937,92.1768,0,U,59167,999,12980,7.2349947e-05,1.7290000000000002e-05,0.0,Satellite
STARLINK-31322,2024-044S,2026-06-23T10:21:03.893184,15.27581803,0.00013994,43.0006,230.1708,282.3621,77.7074,0,U,59168,999,12976,-2.3813244e-05,-9.17e-06,0.0,Satellite
STARLINK-31329,2024-044T,2026-06-23T10:09:57.947904,15.27588953,0.00016715,43.0028,230.1195,268.7593,91.3067,0,U,59169,999,12973,-1.348355e-06,-2.99e-06,0.0,Satellite
STARLINK-31340,2024-044U,2026-06-24T00:17:13.485696,15.2757101,0.00013304,43.0022,187.023,283.0195,77.0508,0,U,59170,999,13028,1.3984149999999998e-06,-2.24e-06,0.0,Satellite
STARLINK-31344,2024-044V,2026-06-23T10:15:30.722688,15.27584014,0.0001897999999999,43.0029,230.1476,272.1853,87.8782,0,U,59171,999,12976,1.427353e-06,-2.23e-06,0.0,Satellite
STARLINK-31348,2024-044W,2026-06-24T07:32:23.390304,15.27584994,0.00014294,43.0009,178.0509,279.4812,80.5878,0,U,59172,999,13041,0.0002348578,6.207000000000001e-05,0.0,Satellite
STARLINK-31289,2024-044X,2026-06-23T20:48:42.242976,15.27572654,0.00013208,43.0021,227.428,271.5453,88.5247,0,U,59173,999,12983,3.57563e-06,-1.64e-06,0.0,Satellite
STARLINK-31283,2024-044Y,2026-06-24T06:00:02.000160,15.27579517,0.00012998,42.9985,178.3149,271.2314,138.1571,0,U,59174,999,596,-0.00049663844,-0.00013903,0.0,Satellite
EXO-0,2023-174DK,2026-06-24T04:15:10.216512,15.34795457,0.00102359,97.382,255.338,139.8288,220.3713,0,U,59175,999,14611,0.00025379894,8.495e-05,0.0,Satellite
STARLINK-31439,2024-045A,2026-06-23T09:08:39.310656,15.27577933,0.00013782,43.0018,212.3592,270.5949,89.4745,0,U,59178,999,6569,6.0607063e-05,1.4060000000000004e-05,0.0,Satellite
STARLINK-31410,2024-045B,2026-06-23T20:05:12.274368,15.27568939,0.0001438,42.9998,213.2246,280.0226,80.0464,0,U,59179,999,12939,-0.00015824943,-4.613e-05,0.0,Satellite
STARLINK-31395,2024-045C,2026-06-23T19:02:29.900832,15.27577481,0.00014243,43.0,213.7511,277.7286,82.3404,0,U,59180,999,12938,3.1473766000000004e-05,6.04e-06,0.0,Satellite
STARLINK-31486,2024-045D,2026-06-23T09:14:10.677984,15.27600977,0.00014093,42.9984,212.3827,262.8785,97.1907,0,U,59181,999,12936,0.0001313687,3.3570000000000006e-05,0.0,Satellite
STARLINK-31411,2024-045E,2026-06-23T19:18:56.624256,15.27575371,0.00013485,42.999,212.9747,279.1213,80.9486,0,U,59182,999,12939,2.3727316e-05,3.91e-06,0.0,Satellite
STARLINK-31382,2024-045G,2026-06-23T19:11:32.865216,15.27571755,0.00011478,42.9988,212.9376,271.7838,88.2883,0,U,59184,999,12939,2.3129943000000005e-05,3.74e-06,0.0,Satellite
STARLINK-31394,2024-045H,2026-06-23T13:19:13.213920,15.27593223,0.00015378,43.0008,204.173,282.119,77.9489,0,U,59185,999,12947,0.0001131568399999,2.8540000000000005e-05,0.0,Satellite
STARLINK-31403,2024-045J,2026-06-24T07:34:08.463072,15.27565024,0.00016535,43.0007,188.9503,255.8268,104.24,0,U,59186,999,12965,-1.1082112e-05,-5.67e-06,0.0,Satellite
STARLINK-31514,2024-045K,2026-06-23T19:59:39.446016,15.2756885,7.944000000000001e-05,43.0011,213.191,240.1507,119.9266,0,U,59187,999,12939,-3.5763319e-05,-1.2450000000000004e-05,0.0,Satellite
STARLINK-31478,2024-045L,2026-06-23T19:44:51.052704,15.27577755,0.00010318,43.0005,213.1066,263.7674,96.306,0,U,59188,999,12939,0.0002870016,7.643e-05,0.0,Satellite
STARLINK-31498,2024-045M,2026-06-23T14:05:13.108992,15.2758413,0.00015377,43.0012,214.7783,270.1761,89.8914,0,U,59189,999,12935,5.572495400000001e-05,1.2720000000000002e-05,0.0,Satellite
STARLINK-31563,2024-045N,2026-06-23T19:28:12.349056,15.27566736,7.641000000000001e-05,42.9992,213.0218,285.2116,74.8651,0,U,59190,999,12939,-2.2116234000000003e-05,-8.7e-06,0.0,Satellite
STARLINK-31551,2024-045P,2026-06-23T19:12:14.968800,15.27575424,0.00012924,43.0001,209.5062,277.7097,82.3608,0,U,59191,999,12943,1.6315525e-05,1.87e-06,0.0,Satellite
STARLINK-31536,2024-045Q,2026-06-24T06:00:02.000160,15.27587702,0.00014721,43.0021,210.7422,269.7563,261.2059,0,U,59192,999,576,-0.00069954221,-0.00019466,0.0,Satellite
STARLINK-31548,2024-045R,2026-06-23T09:32:00.947616,15.27568691,0.00015387,43.0008,215.9354,276.4434,83.6243,0,U,59193,999,12932,-7.951175200000001e-05,-2.449e-05,0.0,Satellite
STARLINK-31542,2024-045S,2026-06-23T19:07:50.566656,15.27575867,0.00013285,42.9988,212.914,279.371,80.6992,0,U,59194,999,12939,2.4051915e-05,4e-06,0.0,Satellite
STARLINK-31554,2024-045T,2026-06-23T13:54:07.383168,15.27578776,0.00014032,43.0019,214.7234,261.8091,98.2601,0,U,59195,999,12935,3.6369464000000006e-05,7.389999999999999e-06,0.0,Satellite
STARLINK-31558,2024-045U,2026-06-23T19:13:23.670624,15.27574049,0.00012135,42.9995,212.9439,274.3624,85.7089,0,U,59196,999,12940,2.4689199e-05,4.17e-06,0.0,Satellite
STARLINK-31275,2024-045V,2026-06-23T09:17:12.437664,15.27590404,0.00023871,43.0016,215.8603,287.2387,72.8203,0,U,59197,999,12932,0.0003797390299999,0.00010205,0.0,Satellite
STARLINK-31590,2024-045W,2026-06-23T09:28:18.704352,15.2757595,0.00015757,43.0006,215.9132,274.1744,85.8928,0,U,59198,999,12932,1.7207362e-05,2.11e-06,0.0,Satellite
STARLINK-31567,2024-045X,2026-06-23T19:33:45.412416,15.27574029,8.599000000000001e-05,43.0013,213.05,280.4918,79.5837,0,U,59199,999,12939,-4.2610881e-05,-1.434e-05,0.0,Satellite
STARLINK-31503,2024-045Y,2026-06-23T19:39:18.221760,15.27589132,0.00014205,43.0023,213.0788,268.0621,92.0068,0,U,59200,999,12939,6.043586600000001e-05,1.4020000000000005e-05,0.0,Satellite
STARLINK-31603,2024-046A,2026-06-23T21:05:16.528992,15.30206103,9.736000000000002e-05,53.1601,22.3849,103.5933,256.5176,0,U,59201,999,12930,-6.684827000000001e-05,-2.339e-05,0.0,Satellite
STARLINK-31602,2024-046B,2026-06-24T06:24:38.285856,15.34392884,9.880000000000002e-05,53.1597,18.4167,86.4816,273.63,0,U,59202,999,12939,1.5598557000000002e-05,1.51e-06,0.0,Satellite
STARLINK-31577,2024-046C,2026-06-24T06:00:02.000160,15.34400252,0.00010027,53.1599,18.2219,83.5152,321.6563,0,U,59203,999,567,-0.0005080812799999,-0.00017503,0.0,Satellite
STARLINK-31522,2024-046D,2026-06-23T22:36:17.708832,15.30191959,0.00014109,53.1595,22.067,89.5372,270.579,0,U,59204,999,12931,-1.179958e-06,-3.94e-06,0.0,Satellite
STARLINK-31586,2024-046E,2026-06-23T20:25:45.636960,15.30196769,0.0001192,53.1613,22.2086,81.1852,278.9283,0,U,59205,999,12930,3.1426868e-05,5.72e-06,0.0,Satellite
STARLINK-31247,2024-046F,2026-06-23T20:45:31.380192,15.30193006,0.00017265,53.1623,22.2943,104.4191,255.7001,0,U,59206,999,12930,0.00019852542,5.5240000000000006e-05,0.0,Satellite
STARLINK-31591,2024-046G,2026-06-24T06:27:40.588992,15.34388974,0.00013175,53.1594,18.4318,91.1596,268.9557,0,U,59207,999,12939,2.5043601e-05,4.7e-06,0.0,Satellite
STARLINK-31576,2024-046H,2026-06-23T22:44:45.811680,15.34388372,0.00014233,53.1582,19.9764,84.2726,275.8438,0,U,59208,999,12934,2.1418853000000004e-05,3.47e-06,0.0,Satellite
STARLINK-31601,2024-046J,2026-06-23T23:42:11.552544,15.34394755,9.83e-05,53.1612,19.5147,88.5759,271.5357,0,U,59209,999,12935,3.6179469e-05,8.46e-06,0.0,Satellite
STARLINK-31520,2024-046K,2026-06-23T23:49:02.892576,15.30193485,0.00011425,53.1602,21.6638,93.3653,266.7479,0,U,59210,999,12932,0.0001387943699999,3.753e-05,0.0,Satellite
STARLINK-31496,2024-046L,2026-06-24T06:06:00.240480,15.30193379,0.00012733,53.1604,7.6811,86.7559,273.3588,0,U,59211,999,12953,4.427930800000001e-05,9.52e-06,0.0,Satellite
STARLINK-31492,2024-046M,2026-06-24T06:32:38.183424,15.30191393,4.376000000000001e-05,53.1615,20.5665,77.5889,282.5161,0,U,59212,999,12935,4.9136396e-05,1.097e-05,0.0,Satellite
STARLINK-31517,2024-046N,2026-06-24T06:36:45.442944,15.34403498,0.00010741,53.1616,18.4941,88.1052,272.0074,0,U,59213,999,12938,-8.5988397e-05,-3.2800000000000004e-05,0.0,Satellite
STARLINK-31604,2024-046P,2026-06-24T06:30:43.208352,15.34366762,0.0001288,53.1573,18.4403,94.7077,265.4073,0,U,59214,999,12938,0.00015420866,4.8320000000000005e-05,0.0,Satellite
STARLINK-31434,2024-046Q,2026-06-23T23:39:09.638208,15.34394282,0.00011251,53.1581,19.5032,92.2131,267.9,0,U,59215,999,12934,3.269905e-05,7.29e-06,0.0,Satellite
STARLINK-31417,2024-046R,2026-06-24T06:31:06.888000,15.30194043,0.00010298,53.1599,20.5655,90.0718,270.0401,0,U,59216,999,12923,3.180349e-05,5.83e-06,0.0,Satellite
STARLINK-31499,2024-046S,2026-06-24T06:12:32.613120,15.34375989,0.00018684,53.1609,18.363,116.5645,243.555,0,U,59217,999,12938,-4.1008134e-05,-1.7610000000000002e-05,0.0,Satellite
STARLINK-31421,2024-046T,2026-06-23T20:37:38.301312,15.34391894,6.662000000000001e-05,53.1631,20.1615,62.2222,297.8848,0,U,59218,999,12932,3.167451600000001e-05,6.9400000000000005e-06,0.0,Satellite
STARLINK-31518,2024-046U,2026-06-24T06:18:33.531840,15.34412266,0.00014266,53.1604,18.3876,87.1952,272.9213,0,U,59219,999,12938,8.928707200000001e-05,2.643e-05,0.0,Satellite
STARLINK-31523,2024-046V,2026-06-24T06:39:47.356416,15.3439044,9.382e-05,53.161,18.4756,96.571,263.5399,0,U,59220,999,12938,-1.6409771e-05,-9.3e-06,0.0,Satellite
STARLINK-31516,2024-046W,2026-06-23T20:43:40.857312,15.34406409,9.089e-05,53.1612,20.162,119.493,240.6163,0,U,59221,999,12932,-1.2219149000000002e-05,-7.889999999999999e-06,0.0,Satellite
STARLINK-31490,2024-046X,2026-06-24T06:28:03.825408,15.30201736,0.00010623,53.1592,20.5469,96.7572,263.355,0,U,59222,999,12935,5.898347e-06,-1.84e-06,0.0,Satellite
STARLINK-31420,2024-046Y,2026-06-24T06:23:30.726240,15.30197113,0.00014358,53.1583,20.5256,84.1002,276.0163,0,U,59223,999,12935,1.2804364e-05,2e-07,0.0,Satellite
STRIX-3,2024-047A,2026-06-24T06:58:50.229696,15.19472385,0.0014569,97.6621,151.0708,45.1196,315.1219,0,U,59224,999,12582,0.0003740743899999,7.887000000000001e-05,0.0,Satellite
STARLINK-31305,2024-049B,2026-06-23T12:27:22.571136,15.27573402,0.00014067,43.0004,265.6491,252.5811,107.4887,0,U,59232,999,12857,1.2569699000000002e-05,8.4e-07,0.0,Satellite
STARLINK-31459,2024-049C,2026-06-23T12:49:34.878144,15.2757919,0.000217,42.9978,265.7805,280.6959,79.3648,0,U,59233,999,12858,-4.2264704000000006e-05,-1.425e-05,0.0,Satellite
STARLINK-31438,2024-049D,2026-06-23T22:40:27.280416,15.2757427,0.00013007,43.0012,252.4581,243.9315,116.1403,0,U,59234,999,12877,6.582895e-06,-8.1e-07,0.0,Satellite
STARLINK-31467,2024-049E,2026-06-23T17:28:20.939232,15.27576751,0.00012823,43.0001,264.6583,269.1664,90.904,0,U,59235,999,12862,2.8434491e-05,5.2e-06,0.0,Satellite
STARLINK-31444,2024-049F,2026-06-23T18:25:11.802144,15.36580004,0.00043416,42.9967,190.1596,90.626,269.5093,0,U,59236,999,12945,0.00034812799,0.0001244,0.0,Satellite
STARLINK-31505,2024-049G,2026-06-23T22:20:04.591680,15.27574673,9.186e-05,42.9994,263.6064,270.6312,89.4434,0,U,59237,999,12865,6.488387999999999e-06,-8.3e-07,0.0,Satellite
STARLINK-31494,2024-049H,2026-06-23T23:22:45.894720,15.27579479,0.00012133,43.0034,263.0664,269.0914,90.9798,0,U,59238,999,12866,5.4784371e-05,1.246e-05,0.0,Satellite
STARLINK-31303,2024-049J,2026-06-23T13:39:33.289056,15.27578312,0.0001342999999999,42.9995,254.737,270.3582,89.7116,0,U,59239,999,12872,2.6986429e-05,4.8100000000000005e-06,0.0,Satellite
STARLINK-31408,2024-049K,2026-06-23T22:45:58.597632,15.27578261,0.00017972,43.0034,263.7349,271.3696,88.695,0,U,59240,999,12865,3.439055e-06,-1.68e-06,0.0,Satellite
STARLINK-31427,2024-049L,2026-06-23T13:26:34.603008,15.27575895,0.00015008,43.0041,265.9511,282.7303,77.3381,0,U,59241,999,12859,1.0968266e-05,4e-07,0.0,Satellite
STARLINK-31423,2024-049M,2026-06-23T22:42:16.417440,15.27583239,0.00014154,42.9999,263.708,279.3881,80.6811,0,U,59242,999,12865,-5.139467400000001e-05,-1.6760000000000002e-05,0.0,Satellite
STARLINK-31433,2024-049N,2026-06-23T14:14:28.656672,15.27583066,0.00015292,43.0023,265.3689,266.4013,93.6664,0,U,59243,999,12860,4.9770957e-05,1.1080000000000002e-05,0.0,Satellite
STARLINK-31285,2024-049P,2026-06-23T07:35:37.948416,15.27586997,0.00026509,43.0035,266.7278,294.4582,65.5993,0,U,59244,999,12855,4.3119772e-05,9.24e-06,0.0,Satellite
